"workerid","proliferate.condition.x","CC","list","list_firstSocCond","orientation","response","rt","slide_number_in_experiment","socialCondition","topic","trigger_class","whichSocConditionFirst","error.x","proliferate.condition.y","about","accent","age","american","comments","education","gender","income","language","otherParty","party","politics","race_otherRaceText","race_white","state","whichAccent","error.y","trial"
3622,"default","there are too few environmental laws","list1","list1-D","liberal",0.92,12248,15,"D","environment","C","D",NA,"default","The typical views of Republicans and Democrats. Both are garbage","No",42,"Yes",NA,2,"Male",1,"English","Dem Socialist/Socialist","Other",0,NA,"white","AZ","None",NA,12
3623,"default","there are too few environmental laws","list1","list1-D","liberal",0.85,5381,4,"D","environment","C","D",NA,"default","I believe it is to see how people from certain political parties view the democratic and republican parties.","Yes",19,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","MS","Southern/Country",NA,1
3624,"default","there are too few environmental laws","list1","list1-D","liberal",0.34,5120,9,"D","environment","C","D",NA,"default","How likely I believe a certain political party is to believe in a given policy.","No",42,"Yes","no thank you",3,"Male",5,"english",NA,"Dem",0.36,NA,"white","MN",NA,NA,6
3625,"default","there are too few environmental laws","list1","list1-R","liberal",0.47,7845,17,"R","environment","C","R",NA,"default","politics","Yes",22,"Yes","n/a",2,"Male",3,"English",NA,"Rep",0.69,NA,"white","WI","midwestern",NA,14
3626,"default","there are too few environmental laws","list1","list1-R","liberal",0.15,6122,22,"R","environment","C","R",NA,"default","democrats and republicans","No",25,"Yes",NA,1,"Female",2,"english",NA,"Lib",0.18,NA,"white",NA,NA,NA,19
3627,"default","there are too few environmental laws","list1","list1-R","liberal",0.21,5305,11,"R","environment","C","R",NA,"default","Seeing what we believe about others based on our personal beliefs","No",24,"Yes",NA,3,"Female",4,"English",NA,"Dem",0.32,NA,"white","OR",NA,NA,8
3628,"default","there are too few environmental laws","list1","list1-R","liberal",0.46,10833,6,"R","environment","C","R",NA,"default","How polarized our country currently is in regards to social/economic issues. I think this survey is trying to create a correlation between party affiliations and attitudes towards certain issues.","Yes",24,"Yes","I think this survey is continuing to show that there is a divide in the nation, but labeling people as leaning more towards the left or right is not going to solve anything. Issues should be handled on their merits, not by what one party thinks is right as opposed to another.",4,"Female",3,"english, armenian",NA,"Rep",0.65,"armenian",NA,"CA","armenian",NA,3
3693,"default","there are too few environmental laws","list1","list1-D","liberal",0.79,2892,24,"D","environment","C","D",NA,"default","Comparing individual beliefs with perceptions about others","No",23,"Yes","Best of luck with your research!",3,"Male",2,"English",NA,"Dem",0.13,NA,"white","VA",NA,NA,21
3694,"default","there are too few environmental laws","list1","list1-D","liberal",0.75,6047,19,"D","environment","C","D",NA,"default","Do people think political views are more polarized or extreme depending on their own political leanings?","No",27,"Yes",NA,3,"Female",2,"English",NA,"Dem",0.13,NA,"white","MO",NA,NA,16
3620,"default","it is too difficult to buy guns","list1","list1-D","conservative",0.13,10551,23,"D","gun_laws","C","D",NA,"default","Stereotypes surrounding Democrat and Republican beliefs.","No",40,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.52,NA,"white","KS",NA,NA,20
3591,"default","it is too difficult to buy guns","list1","list1-D","conservative",0.09,11472,22,"D","gun_laws","C","D",NA,"default","Political Beliefs","No",27,"Yes",NA,3,"Female",3,"English",NA,"Rep",0.65,NA,"white","SC","N/A",NA,19
3595,"default","it is too difficult to buy guns","list1","list1-R","conservative",0.63,4419,7,"R","gun_laws","C","R",NA,"default","Perceptions of the 'opposing' party beliefs","Yes",33,"Yes",NA,4,"Female",5,"English",NA,"Dem",0.13,"Jewish","white","FL","Lower midlands/appalacian",NA,4
3596,"default","it is too difficult to buy guns","list1","list1-D","conservative",0.19,5468,8,"D","gun_laws","C","D",NA,"default","if your accent reflects your political views","No",19,"Yes",NA,1,"Female",1,"English",NA,"Dem",0.31,NA,"white","NC","Southern",NA,5
3605,"default","it is too difficult to buy guns","list1","list1-R","conservative",0.13,5432,8,"R","gun_laws","C","R",NA,"default","I have no idea","No",40,"Yes",NA,2,"Male",0,"English",NA,"Dem",0,NA,"white","NC",NA,NA,5
3609,"default","it is too difficult to buy guns","list1","list1-D","conservative",0.17,7121,25,"D","gun_laws","C","D",NA,"default","Stereotypes of party views","No",29,"Yes",NA,4,"Female",3,"English",NA,"Dem",0.11,NA,"white","AK",NA,NA,22
3612,"default","it is too difficult to buy guns","list1","list1-R","conservative",0.57,6214,20,"R","gun_laws","C","R",NA,"default","Different views of the political parties","Yes",20,"Yes",NA,2,"Female",0,"English",NA,"Rep",0.8,NA,"white","KS","Midwestern",NA,17
3615,"default","it is too difficult to buy guns","list1","list1-R","conservative",0.54,8697,13,"R","gun_laws","C","R",NA,"default","alignment with established political mindsets","No",37,"Yes",NA,4,"Female",6,"English",NA,"Dem",0.27,NA,"white","MA",NA,NA,10
3621,"default","it is too difficult to buy guns","list1","list1-R","conservative",0.63,8053,5,"R","gun_laws","C","R",NA,"default","Perceptions of beliefs and values of members of political parties.","No",32,"Yes",NA,3,"Male",5,"English",NA,"Lib",0.63,NA,"white","CA",NA,NA,2
3622,"default","it is too difficult to buy guns","list1","list1-D","conservative",0.12,7046,21,"D","gun_laws","C","D",NA,"default","The typical views of Republicans and Democrats. Both are garbage","No",42,"Yes",NA,2,"Male",1,"English","Dem Socialist/Socialist","Other",0,NA,"white","AZ","None",NA,18
3623,"default","it is too difficult to buy guns","list1","list1-D","conservative",0.03,4997,14,"D","gun_laws","C","D",NA,"default","I believe it is to see how people from certain political parties view the democratic and republican parties.","Yes",19,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","MS","Southern/Country",NA,11
3624,"default","it is too difficult to buy guns","list1","list1-D","conservative",0.16,5793,21,"D","gun_laws","C","D",NA,"default","How likely I believe a certain political party is to believe in a given policy.","No",42,"Yes","no thank you",3,"Male",5,"english",NA,"Dem",0.36,NA,"white","MN",NA,NA,18
3625,"default","it is too difficult to buy guns","list1","list1-R","conservative",0.27,3628,24,"R","gun_laws","C","R",NA,"default","politics","Yes",22,"Yes","n/a",2,"Male",3,"English",NA,"Rep",0.69,NA,"white","WI","midwestern",NA,21
3626,"default","it is too difficult to buy guns","list1","list1-R","conservative",0.69,4818,18,"R","gun_laws","C","R",NA,"default","democrats and republicans","No",25,"Yes",NA,1,"Female",2,"english",NA,"Lib",0.18,NA,"white",NA,NA,NA,15
3627,"default","it is too difficult to buy guns","list1","list1-R","conservative",0.86,3157,6,"R","gun_laws","C","R",NA,"default","Seeing what we believe about others based on our personal beliefs","No",24,"Yes",NA,3,"Female",4,"English",NA,"Dem",0.32,NA,"white","OR",NA,NA,3
3628,"default","it is too difficult to buy guns","list1","list1-R","conservative",0.61,14977,5,"R","gun_laws","C","R",NA,"default","How polarized our country currently is in regards to social/economic issues. I think this survey is trying to create a correlation between party affiliations and attitudes towards certain issues.","Yes",24,"Yes","I think this survey is continuing to show that there is a divide in the nation, but labeling people as leaning more towards the left or right is not going to solve anything. Issues should be handled on their merits, not by what one party thinks is right as opposed to another.",4,"Female",3,"english, armenian",NA,"Rep",0.65,"armenian",NA,"CA","armenian",NA,2
3693,"default","it is too difficult to buy guns","list1","list1-D","conservative",0.28,8229,7,"D","gun_laws","C","D",NA,"default","Comparing individual beliefs with perceptions about others","No",23,"Yes","Best of luck with your research!",3,"Male",2,"English",NA,"Dem",0.13,NA,"white","VA",NA,NA,4
3694,"default","it is too difficult to buy guns","list1","list1-D","conservative",0.09,16285,5,"D","gun_laws","C","D",NA,"default","Do people think political views are more polarized or extreme depending on their own political leanings?","No",27,"Yes",NA,3,"Female",2,"English",NA,"Dem",0.13,NA,"white","MO",NA,NA,2
3592,"default","it is too easy to buy guns","list2","list2-D","liberal",0.97,9904,9,"D","gun_laws","C","D",NA,"default","Not sure","Yes",32,"Yes",NA,3,"Male",4,"English","Independent",NA,0.69,NA,"white","AR","Midwest",NA,6
3598,"default","it is too easy to buy guns","list2","list2-D","liberal",0.46,3602,11,"D","gun_laws","C","D",NA,"default","Political views","No",24,"Yes",NA,2,"Female",0,"English",NA,"Lib",0.31,NA,"white","CO",NA,NA,8
3614,"default","it is too easy to buy guns","list2","list2-R","liberal",0.71,6605,8,"R","gun_laws","C","R",NA,"default","Political views","No",30,"Yes","None",4,"Male",3,"English",NA,"Dem",0.3,NA,NA,"CA","N/a",NA,5
3586,"default","it is too easy to buy guns","list2","list2-D","liberal",1,4638,22,"D","gun_laws","C","D",NA,"default","To gauge people's opinion of how strongly Republicans and Democrats feel about certain issues.","No",44,"Yes","Thank you for an enjoyable survey.",2,"Male",3,"English",NA,"Lib",0.53,NA,"white","IN",NA,NA,19
3587,"default","it is too easy to buy guns","list2","list2-D","liberal",0.79,4035,25,"D","gun_laws","C","D",NA,"default","Don't know","Yes",32,"Yes","No comment",3,"Female",4,"English",NA,"Dem",0.1,NA,"white","WI","Minnesotan",NA,22
3589,"default","it is too easy to buy guns","list2","list2-R","liberal",0.26,3410,11,"R","gun_laws","C","R",NA,"default","How others perceive the believes of political parties","No",35,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.37,NA,"white","PA",NA,NA,8
3590,"default","it is too easy to buy guns","list2","list2-D","liberal",0.98,8758,14,"D","gun_laws","C","D",NA,"default","Not sure. Maybe assessing accuracy of perceptions of political party's beliefs (e.g., are we accurately able to guess what Republicans on average believe, or do we under/over estimate certain beliefs)","No",26,"Yes","N/A",3,"Female",3,"English",NA,"Dem",0,NA,"white","IN",NA,NA,11
3593,"default","it is too easy to buy guns","list2","list2-R","liberal",0.32,4430,18,"R","gun_laws","C","R",NA,"default","The differences between Democrats and Republicans way of thinking.","No",50,"Yes","It was interesting.",2,"Female",3,"English",NA,"Rep",0.61,NA,"white","NJ",NA,NA,15
3594,"default","it is too easy to buy guns","list2","list2-D","liberal",0.85,3401,6,"D","gun_laws","C","D",NA,"default",NA,"Yes",22,"Yes",NA,3,"Other",5,"English","Independent","Other",0,NA,"white","CO","Mild Southern Drawl",NA,3
3597,"default","it is too easy to buy guns","list2","list2-R","liberal",0.23,4552,10,"R","gun_laws","C","R",NA,"default","Determining how native vs. non-native language speakers view U.S. political parties.","Yes",57,"Yes","Thank your for the sliding scale rating option.  Sometimes answers that are forced into only a few options don't feel accurate.",3,"Female",5,"English",NA,"Dem",0.33,NA,"white","GA","Southern American",NA,7
3599,"default","it is too easy to buy guns","list2","list2-R","liberal",0.28,5314,18,"R","gun_laws","C","R",NA,"default","How people believe other political parties view certain topics.","No",21,"Yes",NA,2,"Female",5,"English",NA,"Dem",0.05,NA,"white","NJ",NA,NA,15
3600,"default","it is too easy to buy guns","list2","list2-D","liberal",0.84,4147,25,"D","gun_laws","C","D",NA,"default","Political leanings and stereotypes","Yes",52,"Yes",NA,3,"Male",5,"English",NA,"Dem",0.09,NA,"white","NC","Southern",NA,22
3601,"default","it is too easy to buy guns","list2","list2-D","liberal",0.9,4780,25,"D","gun_laws","C","D",NA,"default","The general public's perceptions about the views of Democrats and Republicans","No",20,"Yes",NA,2,"Female",5,"English",NA,"Dem",0,NA,"white","PA",NA,NA,22
3602,"default","it is too easy to buy guns","list2","list2-R","liberal",0.1,4744,9,"R","gun_laws","C","R",NA,"default","How we view the political beliefs of Republicans and Democrats.","Yes",41,"Yes","None",3,"Male",5,"English",NA,"Dem",0.13,NA,"white","GA","Northeastern U.S.",NA,6
3603,"default","it is too easy to buy guns","list2","list2-D","liberal",1,6147,23,"D","gun_laws","C","D",NA,"default","IDK, perhaps if the stereotypes are common knowledge?","No",54,"Yes","I had a hard time admitting to the Republican stereotypes sometimes. :)",4,"Female",6,"English",NA,"Rep",0.78,NA,"white","FL","None",NA,20
3604,"default","it is too easy to buy guns","list2","list2-R","liberal",0.07,6831,12,"R","gun_laws","C","R",NA,"default","How people view the general beliefs of each party","Yes",26,"Yes",NA,4,"Male",5,"English",NA,"Dem",0.24,NA,"white","NJ","midwestern or southern",NA,9
3607,"default","it is too easy to buy guns","list2","list2-R","liberal",0.77,7993,12,"R","gun_laws","C","R",NA,"default","To get an idea on how different parties view one another","No",24,"Yes",NA,3,"Female",0,"english",NA,"Dem",0.07,NA,"white","FL",NA,NA,9
3610,"default","it is too easy to buy guns","list2","list2-D","liberal",0.74,6352,13,"D","gun_laws","C","D",NA,"default","My beliefs regarding democrat and republican views based on my own political views.","No",45,"Yes","I appreciate the opportunity in recognizing my own political biases based on my responses.",3,"Female",2,"English",NA,"Dem",0.36,NA,"white","WA",NA,NA,10
3613,"default","it is too easy to buy guns","list2","list2-R","liberal",0.04,4574,8,"R","gun_laws","C","R",NA,"default","perceptions of the two major political parties in the US","No",25,"Yes",NA,3,"Female",4,"english",NA,"Dem",0,NA,NA,"IL",NA,NA,5
3592,"default","strict gun laws enable mass shootings","list2","list2-D","conservative",0.53,5220,11,"R","gun_violence","C","D",NA,"default","Not sure","Yes",32,"Yes",NA,3,"Male",4,"English","Independent",NA,0.69,NA,"white","AR","Midwest",NA,8
3598,"default","strict gun laws enable mass shootings","list2","list2-D","conservative",0.24,7656,24,"R","gun_violence","C","D",NA,"default","Political views","No",24,"Yes",NA,2,"Female",0,"English",NA,"Lib",0.31,NA,"white","CO",NA,NA,21
